id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1304,Segun Balogun,M,8,8E,Beam,Mrs A. Rahman,2013-09-10,13.0,Black African (Nigerian),Igbo,Yes - fluent,No,None,,5.0,12y 8m,Science,Drama,100.0,0,29,4,0,ok,False,False,"Segun Balogun is pleasant, chatty and easily distracted, but the work gets done in the end. Currently 5.0 on average - on target in Science, a full two grades off in Drama. 29 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 100.0% attendance and always on time. Lives on the Plaistow side with both parents and an older brother. Known across the year for Millwall."
HAR1305,Adeel Javed,M,8,8E,Beam,Mrs A. Rahman,2013-09-17,13.0,British Pakistani,Urdu,Yes - fluent,Yes,EHCP,"SEMH - Social, Emotional & Mental Health",3.4,8y 7m,Geography,English,94.7,2,17,4,0,ok,False,False,"Adeel Javed is quiet to the point of being invisible in some lessons and staff have to make an effort to notice him. Geography is his best subject by a distance. English is the one his tutor has to chase every report. Literacy is the bottleneck: reading age 8y 7m and handwriting that he's embarrassed about. 17 behaviour points, mostly talking, phones and being late to period one. 94.7% attendance - enough to trigger a letter home but not a fine. At home it's mum and a disabled younger brother, in a flat with a lift that never works. Spends every break on dog walking for money. EHCP names 12 hours of TA support a week and access arrangements for exams."
HAR1306,Amber Kemp,F,8,8E,Beam,Mrs A. Rahman,2014-06-19,12.2,White British,English,No,Yes,EHCP,"SLCN - Speech, Language & Communication",1.0,7y 10m,English,Maths,96.0,2,27,3,0,ok,False,False,"Amber Kemp has SLCN - Speech, Language & Communication and works with the SEN team most weeks. Average working grade 1.0. English is well above the rest; Maths is dragging the profile down. 27 behaviour points and 3 detentions, all for the same three things. Attendance sits at 96.0% with no unauthorised absence. At home it's mum and three younger siblings, in a council flat on the fourth floor. It's a full house and a quiet space to do homework doesn't really exist. Obsessed with roller skating to the point of doing homework about it unprompted. EHCP names 10 hours of TA support a week and access arrangements for exams."
HAR1307,Sadia Sultana,F,8,8E,Beam,Mrs A. Rahman,2014-02-03,12.6,British Bangladeshi,Bengali,Yes - new to English,No,SEN Support (K),"SEMH - Social, Emotional & Mental Health",4.7,9y 4m,Science,RE,87.7,15,155,21,0,poor,True,False,"Sadia Sultana is a new-to-English arrival who is far cleverer than her written work can show yet. Average of 4.7 across the board, with a big spread between Science and RE. 155 points, 21 detentions. Told her Head of Year, word for word, that the school could ""do one"" - then apologised properly the next day, which is the frustrating bit. Attendance 87.7% and falling. Weeks go by where nobody sees her. Lives with mum, dad and grandad in a maisonette off the high street. Housing changed twice in the last two years and you can see it in the exercise books. Quietly good at anime, which nobody at school knew until Year 9."
HAR1308,Hatice Kilic,F,8,8E,Beam,Mrs A. Rahman,2013-11-04,12.8,White Other (Turkish / Kurdish),Kurdish (Kurmanji),Yes - fluent,No,None,,8.3,14y 2m,Maths,Music,92.3,2,29,1,0,ok,False,False,"Hatice Kilic is one of the strongest students in Year 8, and staff talk about her as a genuine top-set kid. Average working grade 8.3. Maths is well above the rest; Music is dragging the profile down. 29 behaviour points and 1 detentions, all for the same three things. Attendance 92.3%, which the year team are keeping an eye on. At home it's mum, dad and grandad, above a shop on the parade. Known across the year for K-pop."
HAR1309,Arif Sarker,M,8,8E,Beam,Mrs A. Rahman,2014-06-27,12.2,British Bangladeshi,Sylheti,Yes - fluent,No,None,,4.3,11y 3m,Drama,Maths,100.0,3,13,2,0,ok,False,False,"Arif Sarker is a solid, steady student who does what's asked and not a great deal more. Working at grade 4.3 on average, with Drama the clear strength and Maths the obvious weak spot. 13 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 100.0% attendance and always on time. Lives on the Manor Park end with dad, who works two jobs. Goes to art club every week without fail."
HAR1310,Redwan Alam,M,8,8E,Beam,Mrs A. Rahman,2014-07-16,12.1,British Bangladeshi,Sylheti,No,No,None,,6.5,12y 2m,Maths,Food Technology,97.3,2,0,1,0,good,False,False,"Redwan Alam reads well above his age and has an answer for everything, usually the right one. Average working grade 6.5. Maths is well above the rest; Food Technology is dragging the profile down. Nothing on the behaviour log worth reading - 0 points total. 97.3% attendance and always on time. Lives on the houses off Green Street with foster carers. Big into doing nails and lashes for cousins."
HAR1311,Musa Kabir,M,8,8E,Beam,Mrs A. Rahman,2014-05-28,12.3,British Bangladeshi,Sylheti,Yes - fluent,Yes,None,,4.2,11y 1m,English,Maths,98.9,2,62,10,0,mixed,False,False,"Musa Kabir sits mid-table across the board and is happy there, which frustrates his tutor. English is his best subject by a distance. Maths is the one his tutor has to chase every report. 62 behaviour points, mostly talking, phones and being late to period one. Attendance sits at 98.9% with no unauthorised absence. At home it's dad and stepmum, in a flat with a lift that never works. Supportive at home, but stretched thin. Runs choir and takes it more seriously than most of the staff do. Free school meals and school-funded uniform; family declined a food bank referral."
HAR1312,Larisa Popescu,F,8,8E,Beam,Mrs A. Rahman,2014-03-06,12.5,White Other (Romanian),Romanian,Yes - fluent,No,EHCP,"SLCN - Speech, Language & Communication",3.9,9y 6m,Science,Maths,94.7,1,9,1,0,ok,False,False,"Larisa Popescu is on the SEND register for SLCN - Speech, Language & Communication and has a one-page profile all staff are meant to have read. Reports are consistent: strong in Science, weak in Maths, average grade 3.9. 9 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance has slipped to 94.7% and there's a pattern of Monday mornings. Lives on the Plaistow side with foster carers, in temporary accommodation. The commute in is two buses and it shows in the punctuality data. One of the leaders in athletics; it's the one place she's consistently brilliant. EHCP names 25 hours of TA support a week and access arrangements for exams."
HAR1313,Tahmid Ahmed,M,8,8E,Beam,Mrs A. Rahman,2014-02-03,12.6,British Bangladeshi,Bengali,Yes - fluent,No,None,,5.1,11y 4m,History,PE,93.8,2,2,1,0,good,False,False,"Tahmid Ahmed is pleasant, chatty and easily distracted, but the work gets done in the end. History is his best subject by a distance. PE is the one his tutor has to chase every report. Behaviour record is spotless: 2 points on the system all year. Attendance 93.8%, which the year team are keeping an eye on. At home it's mum only, in a two-bed flat. The commute in is two buses and it shows in the punctuality data. One of the leaders in peer mentoring; it's the one place he's consistently brilliant. Referred to the borough's youth violence reduction team after being robbed for his phone on the way home."
HAR1314,Derya Kaya,F,8,8E,Beam,Mrs A. Rahman,2014-04-26,12.4,White Other (Turkish / Kurdish),Kurdish (Kurmanji),Yes - developing,No,None,,2.4,10y 3m,English,Maths,96.9,3,9,4,0,ok,False,False,"Derya Kaya is capable but so far behind that catching up now looks unrealistic without serious intervention. Average of 2.4 across the board, with a big spread between English and Maths. Reading age assessed at 10y 3m. Everything else follows from that. 9 behaviour points, mostly talking, phones and being late to period one. 96.9% attendance and always on time. Lives with foster carers in temporary accommodation. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Runs gym club and takes it more seriously than most of the staff do."
HAR1315,Noor Rashid,F,8,8E,Beam,Mrs A. Rahman,2013-12-24,12.7,British Pakistani,Punjabi,Yes - developing,Yes,None,,8.3,14y 1m,Maths,English,81.6,7,12,1,0,ok,True,False,"Noor Rashid is one of the strongest students in Year 8, and staff talk about her as a genuine top-set kid. Average working grade 8.3. Maths is well above the rest; English is dragging the profile down. 12 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 81.6% and falling. Weeks go by where nobody sees her. Lives on the Carpenters Estate with dad, who works two jobs. Quietly good at sewing and altering clothes, which nobody at school knew until Year 9."
HAR1316,Ines Almeida,F,8,8E,Beam,Mrs A. Rahman,2014-08-20,12.0,White Other (Portuguese / Brazilian),Portuguese,Yes - new to English,No,None,,4.0,10y 10m,English,Spanish,96.1,3,6,0,0,good,False,False,"Ines Almeida is a new-to-English arrival who is far cleverer than her written work can show yet. Currently 4.0 on average - on target in English, a full two grades off in Spanish. 6 behaviour points, which for this school is nothing at all. Attendance sits at 96.1% with no unauthorised absence. Lives with both parents, both working in the family business in a council flat on the fourth floor. Goes to reading buddies every week without fail."
HAR1317,Kieran Harris,M,8,8E,Beam,Mrs A. Rahman,2014-06-25,12.2,White British,English,No,No,None,,4.9,10y 7m,Maths,Spanish,95.1,0,92,5,0,mixed,False,False,"Kieran Harris is reliable in lessons he likes and drifts badly in the ones he doesn't. Reports are consistent: strong in Maths, weak in Spanish, average grade 4.9. 92 behaviour points, mostly talking, phones and being late to period one. Attendance 95.1%. The only absences are medical and always covered by a note. At home it's foster carers, in a two-bed flat. Supportive at home, but stretched thin. Talks about drill and UK rap constantly, in and out of lesson."
HAR1318,Rumana Islam,F,8,8E,Beam,Mrs A. Rahman,2014-03-09,12.5,British Bangladeshi,Bengali,Yes - new to English,Yes,None,,4.5,10y 8m,Science,Maths,100.0,2,3,1,0,good,False,False,"Rumana Islam is a new-to-English arrival who is far cleverer than her written work can show yet. Currently 4.5 on average - on target in Science, a full two grades off in Maths. 3 behaviour points and no detentions. Staff use her as the example. Attendance 100.0% - never an issue. Lives on the Beckton end with both parents and twin sisters, in a terraced house shared with an aunt's family. Housing changed twice in the last two years and you can see it in the exercise books. Would rather be at Warhammer club than in any lesson and says so openly."
HAR1319,Frankie Stubbs,M,8,8E,Beam,Mrs A. Rahman,2014-08-13,12.1,White British,English,No,No,None,,3.0,10y 6m,Maths,Art,92.3,2,9,4,0,ok,False,False,"Frankie Stubbs has been on the intervention list for two years and progress has been slow at best. Maths is his best subject by a distance. Art is the one his tutor has to chase every report. 9 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 92.3%, which the year team are keeping an eye on. Lives on the Bow Common side with mum, dad and grandad, in a maisonette off the high street. It's a full house and a quiet space to do homework doesn't really exist. Big into cooking with her nan."
